Title,Header,Type,Date,Country,Amount
Threshold income per year for each decile (after tax),"The level of income per year below which 10%, 20%, 30%, etc. of the population falls. Income here is measured after taxes and benefits.",Poorest decile (after tax),2022,Canada,"$18,980.28"
Threshold income per year for each decile (after tax),"The level of income per year below which 10%, 20%, 30%, etc. of the population falls. Income here is measured after taxes and benefits.",Poorest decile (after tax),2022,Kazakhstan,"$8,658.96"
Threshold income per year for each decile (after tax),"The level of income per year below which 10%, 20%, 30%, etc. of the population falls. Income here is measured after taxes and benefits.",Poorest decile (after tax),2022,Bulgaria,"$6,010.49"
Threshold income per year for each decile (after tax),"The level of income per year below which 10%, 20%, 30%, etc. of the population falls. Income here is measured after taxes and benefits.",Poorest decile (after tax),2022,Ghana,$947.26
Threshold income per year for each decile (after tax),"The level of income per year below which 10%, 20%, 30%, etc. of the population falls. Income here is measured after taxes and benefits.",Poorest decile (after tax),2022,United States,"$17,687.02"
Threshold income per year for each decile (after tax),"The level of income per year below which 10%, 20%, 30%, etc. of the population falls. Income here is measured after taxes and benefits.",Poorest decile (after tax),2022,Bolivia,$820.08
Threshold income per year for each decile (after tax),"The level of income per year below which 10%, 20%, 30%, etc. of the population falls. Income here is measured after taxes and benefits.",Poorest decile (after tax),2022,United Kingdom,"$32,848.67"
Threshold income per year for each decile (after tax),"The level of income per year below which 10%, 20%, 30%, etc. of the population falls. Income here is measured after taxes and benefits.",Poorest decile (after tax),2022,China,"$3,501.26"
Threshold income per year for each decile (after tax),"The level of income per year below which 10%, 20%, 30%, etc. of the population falls. Income here is measured after taxes and benefits.",Poorest decile (after tax),2022,Turkmenistan,"$2,623.36"
Threshold income per year for each decile (after tax),"The level of income per year below which 10%, 20%, 30%, etc. of the population falls. Income here is measured after taxes and benefits.",Poorest decile (after tax),2022,Brazil,$0.00
Threshold income per year for each decile (after tax),"The level of income per year below which 10%, 20%, 30%, etc. of the population falls. Income here is measured after taxes and benefits.",Poorest decile (after tax),2022,South-East Asia (WID),"$37,277.86"
Threshold income per year for each decile (after tax),"The level of income per year below which 10%, 20%, 30%, etc. of the population falls. Income here is measured after taxes and benefits.",Poorest decile (after tax),2022,Croatia,"$1,716.10"
Threshold income per year for each decile (after tax),"The level of income per year below which 10%, 20%, 30%, etc. of the population falls. Income here is measured after taxes and benefits.",Poorest decile (after tax),2022,Equatorial Guinea,"$2,353.20"
Threshold income per year for each decile (after tax),"The level of income per year below which 10%, 20%, 30%, etc. of the population falls. Income here is measured after taxes and benefits.",Poorest decile (after tax),2022,Japan,"$15,754.46"
Threshold income per year for each decile (after tax),"The level of income per year below which 10%, 20%, 30%, etc. of the population falls. Income here is measured after taxes and benefits.",Poorest decile (after tax),2022,Cyprus,"$20,711.14"
Threshold income per year for each decile (after tax),"The level of income per year below which 10%, 20%, 30%, etc. of the population falls. Income here is measured after taxes and benefits.",Poorest decile (after tax),2022,Middle East (WID),"$73,452.57"
Threshold income per year for each decile (after tax),"The level of income per year below which 10%, 20%, 30%, etc. of the population falls. Income here is measured after taxes and benefits.",Poorest decile (after tax),2022,Mexico,$0.00
Threshold income per year for each decile (after tax),"The level of income per year below which 10%, 20%, 30%, etc. of the population falls. Income here is measured after taxes and benefits.",Poorest decile (after tax),2022,Guyana,"$1,645.56"
Threshold income per year for each decile (after tax),"The level of income per year below which 10%, 20%, 30%, etc. of the population falls. Income here is measured after taxes and benefits.",Poorest decile (after tax),2022,Oceania (WID),"$109,547.13"
Threshold income per year for each decile (after tax),"The level of income per year below which 10%, 20%, 30%, etc. of the population falls. Income here is measured after taxes and benefits.",Poorest decile (after tax),2022,Trinidad and Tobago,"$1,796.44"
Threshold income per year for each decile (after tax),"The level of income per year below which 10%, 20%, 30%, etc. of the population falls. Income here is measured after taxes and benefits.",Poorest decile (after tax),2022,Ireland,"$36,731.80"
Threshold income per year for each decile (after tax),"The level of income per year below which 10%, 20%, 30%, etc. of the population falls. Income here is measured after taxes and benefits.",Poorest decile (after tax),2022,Malta,"$21,439.45"
Threshold income per year for each decile (after tax),"The level of income per year below which 10%, 20%, 30%, etc. of the population falls. Income here is measured after taxes and benefits.",Poorest decile (after tax),2022,Norway,"$53,170.00"
Threshold income per year for each decile (after tax),"The level of income per year below which 10%, 20%, 30%, etc. of the population falls. Income here is measured after taxes and benefits.",Poorest decile (after tax),2022,Saudi Arabia,"$9,306.35"
Threshold income per year for each decile (after tax),"The level of income per year below which 10%, 20%, 30%, etc. of the population falls. Income here is measured after taxes and benefits.",Poorest decile (after tax),2022,Peru,$0.00
Threshold income per year for each decile (after tax),"The level of income per year below which 10%, 20%, 30%, etc. of the population falls. Income here is measured after taxes and benefits.",Poorest decile (after tax),2022,South Africa,"$4,800.76"
Threshold income per year for each decile (after tax),"The level of income per year below which 10%, 20%, 30%, etc. of the population falls. Income here is measured after taxes and benefits.",Poorest decile (after tax),2022,Algeria,"$4,249.31"
Threshold income per year for each decile (after tax),"The level of income per year below which 10%, 20%, 30%, etc. of the population falls. Income here is measured after taxes and benefits.",Poorest decile (after tax),2022,Guinea-Bissau,$454.04
Threshold income per year for each decile (after tax),"The level of income per year below which 10%, 20%, 30%, etc. of the population falls. Income here is measured after taxes and benefits.",Poorest decile (after tax),2022,Malawi,$452.78
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,Peru,0.45
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,Ireland,0.31
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,Lithuania,0.36
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,China,0.44
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,Germany,0.32
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,United Kingdom,0.33
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,Italy,0.36
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,Mexico,0.44
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,Russia,0.34
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,Netherlands,0.26
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,Luxembourg,0.33
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,United States,0.41
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,France,0.32
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,South Africa,0.67
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,Georgia,0.37
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,Slovakia,0.25
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,Canada,0.32
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,Colombia,0.55
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,Chile,0.48
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,Norway,0.29
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,Brazil,0.48
Gini coefficient,"The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Depending on the country and year, the data relates to income measured after taxes and benefits, or to consumption, per capita.",,2023,China,0.37
Gini coefficient,"The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Depending on the country and year, the data relates to income measured after taxes and benefits, or to consumption, per capita.",,2023,Kiribati,0.28
Gini coefficient,"The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Depending on the country and year, the data relates to income measured after taxes and benefits, or to consumption, per capita.",,2023,Vietnam,0.36
Gini coefficient,"The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Depending on the country and year, the data relates to income measured after taxes and benefits, or to consumption, per capita.",,2023,Israel,0.38
Gini coefficient,"The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Depending on the country and year, the data relates to income measured after taxes and benefits, or to consumption, per capita.",,2023,Mongolia,0.31
Gini coefficient,"The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Depending on the country and year, the data relates to income measured after taxes and benefits, or to consumption, per capita.",,2023,United Kingdom,0.32
Gini coefficient,"The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Depending on the country and year, the data relates to income measured after taxes and benefits, or to consumption, per capita.",,2023,Grenada,0.44
Gini coefficient,"The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Depending on the country and year, the data relates to income measured after taxes and benefits, or to consumption, per capita.",,2023,Bulgaria,0.39
Gini coefficient,"The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Depending on the country and year, the data relates to income measured after taxes and benefits, or to consumption, per capita.",,2023,North Macedonia,0.34
Gini coefficient,"The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Depending on the country and year, the data relates to income measured after taxes and benefits, or to consumption, per capita.",,2023,Mexico,0.43
Gini coefficient,"The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Depending on the country and year, the data relates to income measured after taxes and benefits, or to consumption, per capita.",,2023,Malta,0.31
Gini coefficient,"The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Depending on the country and year, the data relates to income measured after taxes and benefits, or to consumption, per capita.",,2023,Russia,0.36
Gini coefficient,"The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Depending on the country and year, the data relates to income measured after taxes and benefits, or to consumption, per capita.",,2023,Nigeria,0.35
Gini coefficient,"The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Depending on the country and year, the data relates to income measured after taxes and benefits, or to consumption, per capita.",,2023,Kyrgyzstan,0.29
Gini coefficient,"The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Depending on the country and year, the data relates to income measured after taxes and benefits, or to consumption, per capita.",,2023,Mozambique,0.50
Gini coefficient,"The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Depending on the country and year, the data relates to income measured after taxes and benefits, or to consumption, per capita.",,2023,India (rural),0.30
Gini coefficient,"The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Depending on the country and year, the data relates to income measured after taxes and benefits, or to consumption, per capita.",,2023,Germany,0.32
Gini coefficient,"The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Depending on the country and year, the data relates to income measured after taxes and benefits, or to consumption, per capita.",,2023,Canada,0.32
Gini coefficient,"The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Depending on the country and year, the data relates to income measured after taxes and benefits, or to consumption, per capita.",,2023,Sweden,0.30
Gini coefficient,"The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Depending on the country and year, the data relates to income measured after taxes and benefits, or to consumption, per capita.",,2023,Brazil,0.52
Gini coefficient,"The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Depending on the country and year, the data relates to income measured after taxes and benefits, or to consumption, per capita.",,2023,Montenegro,0.34
Gini coefficient,"The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Depending on the country and year, the data relates to income measured after taxes and benefits, or to consumption, per capita.",,2023,United States,0.40
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. The definition of income varies across the data sources.,Gini coefficient (PIP data),2023,Brazil,0.52
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. The definition of income varies across the data sources.,Gini coefficient (PIP data),2023,Mauritania,0.32
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. The definition of income varies across the data sources.,Gini coefficient (PIP data),2023,Argentina,0.53
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. The definition of income varies across the data sources.,Gini coefficient (PIP data),2023,Chile,0.43
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. The definition of income varies across the data sources.,Gini coefficient (PIP data),2023,Bolivia,0.41
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. The definition of income varies across the data sources.,Gini coefficient (PIP data),2023,Ecuador,0.45
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. The definition of income varies across the data sources.,Gini coefficient (PIP data),2023,Guinea,0.30
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. The definition of income varies across the data sources.,Gini coefficient (PIP data),2023,Mexico,0.43
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. The definition of income varies across the data sources.,Gini coefficient (PIP data),2023,El Salvador,0.39
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. The definition of income varies across the data sources.,Gini coefficient (PIP data),2023,Other Western Europe (WID),0.34
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. The definition of income varies across the data sources.,Gini coefficient (PIP data),2023,Switzerland,0.34
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. The definition of income varies across the data sources.,Gini coefficient (PIP data),2023,European Union (WID),0.35
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. The definition of income varies across the data sources.,Gini coefficient (PIP data),2023,China,0.37
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. The definition of income varies across the data sources.,Gini coefficient (PIP data),2023,Canada,0.32
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. The definition of income varies across the data sources.,Gini coefficient (PIP data),2023,Middle Africa (WID),0.70
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. The definition of income varies across the data sources.,Gini coefficient (PIP data),2023,Saudi Arabia,0.64
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. The definition of income varies across the data sources.,Gini coefficient (PIP data),2023,South & South-East Asia (WID),0.61
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. The definition of income varies across the data sources.,Gini coefficient (PIP data),2023,Russia,0.36
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. The definition of income varies across the data sources.,Gini coefficient (PIP data),2023,United States,0.40
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. The definition of income varies across the data sources.,Gini coefficient (PIP data),2023,United Kingdom,0.32
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. The definition of income varies across the data sources.,Gini coefficient (PIP data),2023,South Africa region (WID),0.63
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,United States,0.46
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,Papua New Guinea,0.60
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,Mongolia,0.53
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,Panama,0.62
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,Suriname,0.61
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,Montenegro,0.44
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,South Africa,0.62
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,Greece,0.36
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,Eswatini,0.67
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,Pakistan,0.52
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,Canada,0.38
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,Latin America (WID),0.67
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,Switzerland,0.26
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,South Korea,0.37
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,Taiwan,0.58
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,Mexico,0.73
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,East Timor,0.56
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,Saudi Arabia,0.64
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,South Asia (WID),0.59
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,Belarus,0.34
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,United Kingdom,0.27
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,Jordan,0.56
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,China,0.52
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,Brazil,0.65
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,Japan,0.42
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,Austria,0.31
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,Bangladesh,0.46
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,Congo,0.66
Gini coefficient (after tax),The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income after taxes and benefits.,,2022,Albania,0.43
Monthly share of influenza tests that were positive,"People who were tested had a respiratory infection with a fever, cough and onset within the last 10 days. Only a fraction of potential cases of influenza are tested by labs to confirm whether they have influenza and to identify their strain. The level of testing may vary between countries and over time.",,"Jun 1, 2024",Malta,1.97%
Monthly share of influenza tests that were positive,"People who were tested had a respiratory infection with a fever, cough and onset within the last 10 days. Only a fraction of potential cases of influenza are tested by labs to confirm whether they have influenza and to identify their strain. The level of testing may vary between countries and over time.",,"Jun 1, 2024",Egypt,5.67%
Monthly share of influenza tests that were positive,"People who were tested had a respiratory infection with a fever, cough and onset within the last 10 days. Only a fraction of potential cases of influenza are tested by labs to confirm whether they have influenza and to identify their strain. The level of testing may vary between countries and over time.",,"Jun 1, 2024",Guyana,9.98%
Monthly share of influenza tests that were positive,"People who were tested had a respiratory infection with a fever, cough and onset within the last 10 days. Only a fraction of potential cases of influenza are tested by labs to confirm whether they have influenza and to identify their strain. The level of testing may vary between countries and over time.",,"Jun 1, 2024",Bulgaria,3.23%
Monthly share of influenza tests that were positive,"People who were tested had a respiratory infection with a fever, cough and onset within the last 10 days. Only a fraction of potential cases of influenza are tested by labs to confirm whether they have influenza and to identify their strain. The level of testing may vary between countries and over time.",,"Jun 1, 2024",Northern Hemisphere,3.83%
Monthly share of influenza tests that were positive,"People who were tested had a respiratory infection with a fever, cough and onset within the last 10 days. Only a fraction of potential cases of influenza are tested by labs to confirm whether they have influenza and to identify their strain. The level of testing may vary between countries and over time.",,"Jun 1, 2024",China,6.57%
Monthly share of influenza tests that were positive,"People who were tested had a respiratory infection with a fever, cough and onset within the last 10 days. Only a fraction of potential cases of influenza are tested by labs to confirm whether they have influenza and to identify their strain. The level of testing may vary between countries and over time.",,"Jun 1, 2024",Indonesia,20.84%
Monthly share of influenza tests that were positive,"People who were tested had a respiratory infection with a fever, cough and onset within the last 10 days. Only a fraction of potential cases of influenza are tested by labs to confirm whether they have influenza and to identify their strain. The level of testing may vary between countries and over time.",,"Jun 1, 2024",World,5.21%
Monthly share of influenza tests that were positive,"People who were tested had a respiratory infection with a fever, cough and onset within the last 10 days. Only a fraction of potential cases of influenza are tested by labs to confirm whether they have influenza and to identify their strain. The level of testing may vary between countries and over time.",,"Jun 1, 2024",Austria,0.53%
Monthly share of influenza tests that were positive,"People who were tested had a respiratory infection with a fever, cough and onset within the last 10 days. Only a fraction of potential cases of influenza are tested by labs to confirm whether they have influenza and to identify their strain. The level of testing may vary between countries and over time.",,"Jun 1, 2024",Uganda,7.59%
Monthly share of influenza tests that were positive,"People who were tested had a respiratory infection with a fever, cough and onset within the last 10 days. Only a fraction of potential cases of influenza are tested by labs to confirm whether they have influenza and to identify their strain. The level of testing may vary between countries and over time.",,"Jun 1, 2024",South Africa,21.48%
Monthly share of influenza tests that were positive,"People who were tested had a respiratory infection with a fever, cough and onset within the last 10 days. Only a fraction of potential cases of influenza are tested by labs to confirm whether they have influenza and to identify their strain. The level of testing may vary between countries and over time.",,"Jun 1, 2024",Kenya,4.85%
Monthly share of influenza tests that were positive,"People who were tested had a respiratory infection with a fever, cough and onset within the last 10 days. Only a fraction of potential cases of influenza are tested by labs to confirm whether they have influenza and to identify their strain. The level of testing may vary between countries and over time.",,"Jun 1, 2024",Japan,45.33%
Monthly share of influenza tests that were positive,"People who were tested had a respiratory infection with a fever, cough and onset within the last 10 days. Only a fraction of potential cases of influenza are tested by labs to confirm whether they have influenza and to identify their strain. The level of testing may vary between countries and over time.",,"Jun 1, 2024",Brazil,7.36%
Monthly share of influenza tests that were positive,"People who were tested had a respiratory infection with a fever, cough and onset within the last 10 days. Only a fraction of potential cases of influenza are tested by labs to confirm whether they have influenza and to identify their strain. The level of testing may vary between countries and over time.",,"Jun 1, 2024",Barbados,1.49%
Monthly share of influenza tests that were positive,"People who were tested had a respiratory infection with a fever, cough and onset within the last 10 days. Only a fraction of potential cases of influenza are tested by labs to confirm whether they have influenza and to identify their strain. The level of testing may vary between countries and over time.",,"Jun 1, 2024",Canada,0.93%
Monthly share of influenza tests that were positive,"People who were tested had a respiratory infection with a fever, cough and onset within the last 10 days. Only a fraction of potential cases of influenza are tested by labs to confirm whether they have influenza and to identify their strain. The level of testing may vary between countries and over time.",,"Jun 1, 2024",Niger,5.38%
Monthly share of influenza tests that were positive,"People who were tested had a respiratory infection with a fever, cough and onset within the last 10 days. Only a fraction of potential cases of influenza are tested by labs to confirm whether they have influenza and to identify their strain. The level of testing may vary between countries and over time.",,"Jun 1, 2024",United Kingdom,4.38%
Monthly share of influenza tests that were positive,"People who were tested had a respiratory infection with a fever, cough and onset within the last 10 days. Only a fraction of potential cases of influenza are tested by labs to confirm whether they have influenza and to identify their strain. The level of testing may vary between countries and over time.",,"Jun 1, 2024",Germany,1.34%
Monthly share of influenza tests that were positive,"People who were tested had a respiratory infection with a fever, cough and onset within the last 10 days. Only a fraction of potential cases of influenza are tested by labs to confirm whether they have influenza and to identify their strain. The level of testing may vary between countries and over time.",,"Jun 1, 2024",Moldova,15.81%
Emigrants from Afghanistan: Where did they move to?,The total number of people born in Afghanistan that now live in another country. This is a measure of emigrant stocks – it is not the annual flow of emigrants. The value for Afghanistan is the total emigrant stock living in another country.,,2020,United Kingdom,"51,376"
Emigrants from Afghanistan: Where did they move to?,The total number of people born in Afghanistan that now live in another country. This is a measure of emigrant stocks – it is not the annual flow of emigrants. The value for Afghanistan is the total emigrant stock living in another country.,,2020,Azerbaijan,176
Emigrants from Afghanistan: Where did they move to?,The total number of people born in Afghanistan that now live in another country. This is a measure of emigrant stocks – it is not the annual flow of emigrants. The value for Afghanistan is the total emigrant stock living in another country.,,2020,Malaysia,"2,478"
Emigrants from Afghanistan: Where did they move to?,The total number of people born in Afghanistan that now live in another country. This is a measure of emigrant stocks – it is not the annual flow of emigrants. The value for Afghanistan is the total emigrant stock living in another country.,,2020,Slovakia,194
